domain,text,aspect,category,polarity,type
phone,nice and ? ??♂? ??♀?,['nice'],['overall#overall'],['positive'],explicit
phone,highly recommended... legit item. ?????,['recommended'],['buyer attitude#recommendable'],['positive'],explicit
phone,very poor quality mobile. image and vedio quality very low . don't buy this product.,"['image and vedio quality', 'quality mobile', ""don't buy this product""]","['shooting functions#general', 'product quality#general', 'buyer attitude#recommendable']","['negative', 'negative', 'negative']",explicit
phone,"item received in good condition, thanks.",['item received'],['logistics#lost and damaged'],['positive'],explicit
phone,"this is my 2nd time buying already, very happy with the product and shipping is fast too.","['product', 'shipping', '2nd time buying already']","['overall#overall', 'seller service#shipping', 'buyer attitude#loyalty']","['positive', 'positive', 'positive']",explicit
phone,"yes, it has both wifi and blue tooth :) yes it can, it's my husband's phone he knows more about it. yes yes to both yes to both ,just look at the main screen when you turn on phone yes and connects to bluetooth",['connects to bluetooth'],['smart connect#bluetooth connection'],['neutral'],explicit
phone,reliable shop. receipt also given for warranty reg. recommended,['recommended'],['buyer attitude#recommendable'],['positive'],explicit
phone,gained a motherboard problem after about a month but came in really good condition and that’s a common problem with the iphone 8 anyway,['came'],['logistics#lost and damaged'],['positive'],explicit
phone,overall the amazing. the features of this phone is fantastic. camera quality is very much better. overall i like the phone,"['camera quality', 'phone', 'phone', 'amazing']","['camera#general', 'overall#overall', 'overall#overall', 'overall#overall']","['positive', 'positive', 'positive', 'positive']",explicit
phone,"iphone xr arrived very quickly via royal mail which i prefer, well packaged and in pristine condition with high battery %. everything works brilliantly so far such as face recognition etc. not a scratch or mark on it. great value for money. i definitely recommend this seller and will be buying another phone soon once my sons phone stops working completely as he’s just cracked a huge hole in his.","['recommend', 'iphone xr arrived', 'packaged', 'battery %', 'great value for money']","['buyer attitude#recommendable', 'logistics#speed', 'product packaging#general', 'battery/longevity#general', 'price#value for money']","['positive', 'positive', 'positive', 'positive', 'positive']",explicit
phone,"good hardware, fast charge is amazing, poor screen quality, very very poor os, not a bad camera.","['fast charge', 'screen quality', 'os', 'camera']","['battery/longevity#charging method', 'screen#general', 'system#system general', 'camera#general']","['positive', 'negative', 'negative', 'positive']",explicit
phone,"received order through courier a week after order as item shipped from overseas. u.s. unit with some u.s. bloatware.  single sim. works in sg.  provided free single-sided tpu cover, screen protector and a uk ac plug adaptor.  seller communicated well regarding features & delivery status.","['received order', 'screen protector', 'single-sided tpu cover', 'seller']","['logistics#speed', 'product accessories#cell phone film', 'product accessories#phone cases', 'seller service#attitude']","['positive', 'positive', 'positive', 'positive']",explicit
phone,dummy phone looks quite real. i am happy with my purchase.,"['my purchase', 'dummy phone']","['buyer attitude#shopping experiences', 'overall#overall']","['positive', 'positive']",explicit
phone,fast delivery excellent service by seller good product quality good product quality,"['delivery', 'service by seller', 'product quality', 'product quality']","['logistics#speed', 'seller service#timeliness of seller service', 'product quality#general', 'product quality#general']","['positive', 'positive', 'positive', 'positive']",explicit
phone,seller personally messaged me to let me know that white is oos & left w only black. shipping was done immediately. received within 2 days.,"['shipping was done', 'received']","['seller service#shipping', 'logistics#speed']","['positive', 'positive']",explicit
phone,well received and is able to use on my iphone home button,['received'],['logistics#general'],['positive'],explicit
phone,great seller & happy with my cases ???,"['seller', 'cases']","['seller service#attitude', 'product accessories#phone cases']","['positive', 'positive']",explicit
phone,may be its due to the dust particle clen it with the tooth brush.if still not fix then go to the service centre.,none,['null'],['null'],objective
phone,in a 5g handset there is few option in this price range and i think its a good option.... in our country people reviewing this handset like they purchase a flagship mobile but in this gen. flagship starts from above 50k and i'm sure its value for money,"['handset', 'value for money']","['overall#overall', 'price#value for money']","['positive', 'positive']",explicit
phone,depends whom you buy the phone from. negotiate!,none,['null'],['null'],objective
phone,8 hours backup with internet and media 20-22 hours standby normal usage thik thak hai 4 star,none,['null'],['null'],objective
phone,"well received! i really like the 3 in 1 stand, it holds up my iphone well and i can charge all my apple devices at the same time! stand is also sturdy with silicon pad on the bottom.","['received', '3 in 1 stand']","['logistics#lost and damaged', 'overall#overall']","['positive', 'positive']",explicit
phone,"very good and function is well, trusted supplier and will buy again!","['good', 'supplier', 'will buy again']","['overall#overall', 'seller service#attitude', 'buyer attitude#repurchase and churn tendency']","['positive', 'positive', 'positive']",explicit
phone,mine kept freezing i sent it back and bought the n20 its much better,['freezing'],['performance#general'],['negative'],explicit
phone,"video could not be loaded dear customer, thank you for your interest in our mobile phone. yes it supports wifi. if you have other questions or if you have problems while using your mobile phone, you can contact us directly and we will solve them as soon as possible. e-mail: laoying90@yeah.net have a good day. mall-phone it is in settings which is in apps list..swipe up from main screen.when settings open it is network and internet",['wifi'],['signal#wifi signal'],['positive'],explicit
phone,no. they don't give ear phone. only charger is given,"['ear phone', 'only charger']","['product accessories#headphones', 'product accessories#charger']","['negative', 'negative']",explicit
phone,"overall phone is better, but power button problm facing button struckikg not released quickly phone automatically power off","['phone', 'power button', 'power off']","['overall#overall', 'key design#general', 'performance#general']","['positive', 'negative', 'negative']",explicit
phone,"excellent seller service! seller was very helpful to expedite fast delivery for my birthday present! thanks seller for the promo & courier for safe delivery. received today, tested, working. highly recommended. (see attached story for the very very bad experience with amazon.sg for the tab s7 order)","['seller service', 'seller', 'recommended']","['seller service#timeliness of seller service', 'seller service#attitude', 'buyer attitude#recommendable']","['positive', 'positive', 'positive']",explicit
phone,"no ""hi sonam, galaxy m51 supports solid security feature 'fingerprint sensor' (side mounted). hope this is of help. regards, samsung india""",['fingerprint sensor'],['security#screen unlock'],['positive'],explicit
phone,"camera is not really sharp even though it was claimed to hd1080p, but it was easy to operate though","['camera', 'camera', 'easy to operate']","['camera#general', 'camera#general', 'ease of use#easy to use']","['negative', 'positive', 'positive']",explicit
phone,bought this for my 14yr old son he absolutely loves this phone does everything he wants with a crystal clear screen and the camera quality is excellent better than his mates expensive iphones i would recommend this phone for all tasks gaming and general use netflix youtube social media and phone calls considering it is a phone lol,"['14yr old son', 'screen', 'camera quality', 'recommend']","['ease of use#audience groups', 'screen#clarity', 'camera#general', 'buyer attitude#recommendable']","['positive', 'positive', 'positive', 'positive']",explicit
phone,"yes haa, bohot hi achha h but raat m dikkat hoti thodi?? ha yes thank you for showing interest towards oneplus nord 2. yes, it has face look feature available in it.",none,['null'],['null'],objective
phone,two phones are better.go for one as your need.,['two phones'],['overall#overall'],['positive'],explicit
phone,"recieved in good condition, although delivery is slightly delayed.","['recieved', 'delivery']","['logistics#lost and damaged', 'logistics#speed']","['positive', 'negative']",explicit
phone,"robust, use for out mountain biking attached to handlebar",['robust'],['product quality#general'],['positive'],explicit
phone,"dear customer, galaxy m32 supports 2g gsm, 3g wcdma, 4g lte fdd, 4g lte tdd network connectivity. hope this is of help. regards, samsung india yes",none,['null'],['null'],objective
phone,"yes ""dear customer, galaxy m32 supports solid security feature 'fingerprint sensor' (side mounted). hope this is of help. regards, samsung india""",['security feature'],['security#screen unlock'],['positive'],explicit
phone,fast delivery. took less than a week to arrive. item arrived in good condition.,"['delivery', 'item arrived']","['logistics#speed', 'logistics#lost and damaged']","['positive', 'positive']",explicit
phone,yes very bright one yes yes it does,none,['null'],['null'],objective
phone,"apart from camera quality, this phone doesn't respond well. the screen flickers in between. sometimes plays the music even after phone is locked. while opening chrome the screen always flicker. also, it hangs sometimes. overall the processor doesn't seem to work well.","['phone', 'screen', 'screen', 'hangs', 'processor']","['overall#overall', 'screen#general', 'screen#general', 'performance#general', 'product configuration#cpu']","['negative', 'negative', 'negative', 'negative', 'negative']",explicit
phone,so far so gd never open as it’s a spare for me. 100% trust this product been used many of my phone. easy to paste most important won’t crack like temp glass???,['product'],['overall#overall'],['positive'],explicit
phone,sound is gone within 15 days if purchase. is it a duplicate product? help in returning this.,"['sound', 'duplicate product']","['audio/sound#volume and speaker', 'product quality#genuine product']","['negative', 'negative']",explicit
phone,awful. waste of money. rip off.,"['awful', 'waste of money', 'rip off']","['overall#overall', 'overall#overall', 'overall#overall']","['negative', 'negative', 'negative']",explicit
phone,"yes i believe these phones are unlocked to any network, i use my contract sim in my pixel 4a. any sim, this phone is unlocked as the product description states 'sim free...' it will accept any 'nano' sized sim whether in contract or payg. yes i am sure you can have payg sim. not sure on a contract sim. contact a someone like ee help line. any sim. it's network unlocked. i have a contract sum but as far as i know it should take any kind of sim. i put my contract sum in it and it's working okay if that helps. any sim yes","['network', 'network', 'working']","['signal#signal of mobile network', 'signal#signal of mobile network', 'overall#overall']","['positive', 'positive', 'positive']",explicit
phone,"colour very dull but ok cos used by child. the stand not very strong, must be careful not to break it.",['colour'],['appearance design#color'],['negative'],explicit
phone,"highly recommended seller, item arrived in good and proper good condition. it comes with free gifts too. authentic products ??","['recommended', 'item arrived', 'authentic']","['buyer attitude#recommendable', 'logistics#lost and damaged', 'product quality#genuine product']","['positive', 'positive', 'positive']",explicit
phone,poco phone is great. good spec and battery life. like it very much. highly recommended.,"['poco phone', 'battery life', 'like', 'recommended']","['overall#overall', 'battery/longevity#battery life', 'overall#overall', 'buyer attitude#recommendable']","['positive', 'positive', 'positive', 'positive']",explicit
phone,reeived with good condition. thanks seller,['reeived'],['logistics#lost and damaged'],['positive'],explicit
phone,yes it has a inbuilt screen recorder,['screen recorder'],['system#application'],['positive'],explicit
phone,"wow highly recommended seller. very fast to reply my queries, phone came in 5 days, free tempered glass applied, and even gave an extra cover in addition to the free cover given in the box. thank you very much for the exceptional experience!","['recommended', 'reply my queries', 'free tempered glass', 'extra cover']","['buyer attitude#recommendable', 'seller service#timeliness of seller service', 'product accessories#cell phone film', 'branding/marketing#promotional giveaways']","['positive', 'positive', 'positive', 'positive']",explicit
phone,came in a box n bubbled wrapped. delivery was fast too. thank you sellee,"['delivery', 'bubbled wrapped']","['logistics#speed', 'product packaging#packaging materials']","['positive', 'neutral']",explicit
phone,"aptly, friendly, responsive and proact seller who answered my questions.  best, good price. arrived promptly to my residence via courier within 1-day lead time.  like the freebies.","['seller', 'seller', 'price', 'arrived', 'freebies', 'responsive and proact', 'best']","['seller service#attitude', 'seller service#attitude', 'price#price', 'logistics#speed', 'branding/marketing#promotional giveaways', 'seller service#timeliness of seller service', 'overall#overall']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",explicit
phone,"finding a small smartphone is getting harder and i initially feared this replacement for my much-loathed sony xz1 compact would be too large. but it's not. more generally, it's an excellent phone. fast, plenty of on-board storage, well-designed, feels good in the hand, and has a camera that produces impressive photos. my only real complaint is that i'd like it to have the mre recent and tougher gorilla glass (for which i've deducted a star), but that's a relatively minor quibble. so overall i'm pretty happy.","['phone', 'storage', 'hand', 'camera']","['overall#overall', 'product configuration#memory', 'appearance design#grip feeling', 'camera#general']","['positive', 'positive', 'positive', 'positive']",explicit
phone,awesome product fast delivery thank you thank you thank you,"['delivery', 'product']","['logistics#speed', 'overall#overall']","['positive', 'positive']",explicit
phone,i was planning to purchase for my friend’s birthday but the seller send me an item with broken seal then seller ask me to repurchase again while waiting for the return and refund process to kick in. why should buyer suffer as a result of the mistake made by buyer????,none,['null'],['null'],objective
phone,"the battery is really good. not draining fast. the battery is the only good part of the phone. rest is bad ""hi lavanya, galaxy m51 has 34 hours of video playback, 64 hours of voice call, 182 hours of music playback. galaxy m51 does not has secure folder. hope this is of help. regards, samsung india""","['battery', 'battery']","['battery/longevity#general', 'battery/longevity#general']","['positive', 'positive']",explicit
phone,"got this car holder for my car, i've used the arm and not the vent-plug because i wanted it to be more at the same level as the dials, so easy to keep an eye on the gps. the suction is great, quite powerful (be careful when you put it on, it's hard to take it off again hehe), the arm, once fixed, is sturdy and a great holder, i'm using it with the big iphone 12 pro max and it fits perfectly. easy to use, really intuitive, and great product. highly suggested","['product', 'suggested', 'intuitive', 'easy to use']","['overall#overall', 'buyer attitude#recommendable', 'overall#overall', 'ease of use#easy to use']","['positive', 'positive', 'positive', 'positive']",explicit
phone,item is good and fast delivery i can say. thank you. enjoying the otterbox ?,"['item', 'delivery']","['overall#overall', 'logistics#speed']","['positive', 'positive']",explicit
phone,"seller/store was quick to respond to online chat query.  authentic, original :)","['store', 'seller', 'authentic', 'original']","['seller service#timeliness of seller service', 'seller service#timeliness of seller service', 'product quality#genuine product', 'product quality#genuine product']","['positive', 'positive', 'positive', 'positive']",explicit
phone,"the box that it came with was like almost totally flatten , but luckily the case wasn’t damaged .?","['case', 'box']","['product packaging#general', 'product packaging#general']","['positive', 'negative']",explicit
phone,"second time purchasing from this seller. this time bought 1 for my hubby and 1 more for spare ? so far it’s so great, very easy to apply it on your own and best part it’s very easy to clean then looks good as new","['great', 'easy to apply', 'easy to clean', 'second time purchasing']","['overall#overall', 'ease of use#easy to use', 'product quality#cleanliness', 'buyer attitude#loyalty']","['positive', 'positive', 'positive', 'positive']",explicit
phone,very fast delivery but i had not check fully on the condition.,['delivery'],['logistics#speed'],['positive'],explicit
phone,works well and feels like paper. a side caution is that when applying and removing the top protective layer make sure the screen protector is still stuck on the screen of ur device as i removed the whole screen protector instead of the protective layer. other than that i think this product is great.,"['works', 'product', 'feels like paper']","['overall#overall', 'overall#overall', 'appearance design#grip feeling']","['positive', 'positive', 'negative']",explicit
phone,"yes very good and excellent, satisfying hi neha, you may download apps from play store. regards, samsung india","['good and excellent', 'satisfying']","['overall#overall', 'overall#overall']","['positive', 'positive']",explicit
phone,otter casing always have that robust feeling. packaging was quite squashed though.,"['packaging', 'robust']","['logistics#lost and damaged', 'product quality#general']","['negative', 'positive']",explicit
phone,"""hi firoz, galaxy m51 has auto call recording feature. hope this is of help. regards, samsung india"" ""hi firoz, galaxy m51 has auto call recording feature. hope this is of help. regards, samsung india"" yes auto call recording is also there",none,['null'],['null'],objective
phone,yes yes it's triple card slot,none,['null'],['null'],objective
phone,excellent phone. good spec and function. love it brand new set.,"['phone', 'spec', 'function', 'love']","['overall#overall', 'product configuration#memory', 'overall#overall', 'overall#overall']","['positive', 'positive', 'positive', 'positive']",explicit
phone,shipment was slow although it was using local postage. overall screen was slightly thick but application is easy. will have to see if the screen is as tough as it’s stated.,"['shipment', 'thick', 'application is easy']","['logistics#speed', 'appearance design#thickness', 'ease of use#easy to use']","['negative', 'negative', 'positive']",explicit
phone,not too bad. but its quite hard removing the clasps,['too bad'],['overall#overall'],['positive'],explicit
phone,absolutely love this phone the camera is amazing i have got some amazing photos of my children,"['phone', 'photos', 'camera']","['overall#overall', 'shooting functions#general', 'camera#general']","['positive', 'positive', 'positive']",explicit
phone,delivery time was ok. fits well with protection all over. now i feel safer when the kids handle the tablet.,['delivery time'],['logistics#speed'],['positive'],explicit
phone,i absolutely love it. definitely worth the money,"['love', 'definitely worth the money']","['overall#overall', 'price#value for money']","['positive', 'positive']",explicit
phone,the product is very good once you realise that you have to purchase and insert a sim card in order to get a phone number and use it as a phone. otherwise it is an excellent device.,"['device', 'product']","['overall#overall', 'overall#overall']","['positive', 'positive']",explicit
phone,great phone bought for mother. she likes it.,"['mother', 'mother', 'phone']","['ease of use#audience groups', 'ease of use#audience groups', 'overall#overall']","['positive', 'positive', 'positive']",explicit
phone,"yes.. upon pressing up key in the multi selection centre button, torch is enabled video could not be loaded yes",none,['null'],['null'],objective
phone,"piece of shit product, not even round and made of cheap ass material. not as advertised.","['product', 'round', 'material']","['overall#overall', 'appearance design#aesthetics general', 'appearance design#exterior design material']","['negative', 'negative', 'negative']",explicit
phone,"bought this phone despite so much negetive comments, and i made the biggest mistake, this phone can't capture photos, videos, and can't delete some captured photos and videos, phone switches off automatically for no reason. it's been 10 days i purchased phone but i want money back.. i'm regretting every second","['capture photos', 'switches off', 'regretting']","['shooting functions#general', 'performance#general', 'buyer attitude#shopping experiences']","['negative', 'negative', 'negative']",explicit
phone,i bought this phone as it was smaller than my usual phone.. i wanted something i could pop in my pocket.. this is a nice smaller phone.. it has everything you need.. its speedy on loading pages.. everything about it just flows..nice quality phone at an affordable price.. im glad i took a punt on it,"['quality', 'price', 'smaller phone', 'smaller', 'speedy']","['product quality#general', 'price#price', 'overall#overall', 'appearance design#fuselage size', 'performance#running speed']","['positive', 'positive', 'positive', 'positive', 'positive']",explicit
phone,item received as described. thank you!,['item received'],['logistics#lost and damaged'],['positive'],explicit
phone,"this is really a good product in terms of specification and display size which is a larger but now days understandable. the operating system is also good. this is an awesome features cell phone ranging 10k. it's been 8 months, i'm using this phone without any difficulties. handling is too good. overall, this is a best suit with 10k price. love it. if you dont wish to buy any chinese product, then this is a best suit.","['product', 'display size', 'operating system', 'handling', '10k price']","['overall#overall', 'screen#size', 'system#system general', 'ease of use#easy to use', 'price#value for money']","['positive', 'positive', 'positive', 'positive', 'positive']",explicit
phone,because in games it improves the scenery like the eagle eye view we can see the far objects so it is called,none,['null'],['null'],objective
phone,"hi seller,thanks you very much .receive in good condition will buy again from youre side","['receive', 'buy again']","['logistics#lost and damaged', 'buyer attitude#repurchase and churn tendency']","['positive', 'positive']",explicit
phone,mobile is have issue with network always mobile will be in not reachable.,['network'],['signal#signal of mobile network'],['negative'],explicit
phone,herdphones to mobile ke sath dena chahiye,none,['null'],['null'],objective
phone,item came brand new sealed and in good condition! thanks!,['item came'],['logistics#lost and damaged'],['positive'],explicit
phone,"yes ,, i useo2 by conventional sim and vodaphone useing the esim ,, no",none,['null'],['null'],objective
phone,yes you will get the google call dialler but when you do so... both the person on the call knows about it.,none,['null'],['null'],objective
phone,item received in good condition. nicely wrapped ??,"['item received', 'wrapped']","['logistics#lost and damaged', 'product packaging#packaging grade']","['positive', 'positive']",explicit
phone,fast delivery. brand new sealed local set protected in bubble wrap. comes with pre-installed screen protector. reliable and highly recommended seller. ??????,"['delivery', 'seller']","['logistics#speed', 'seller service#attitude']","['positive', 'positive']",explicit
phone,"came in great condition, 2nd time i’ve ordered and delivery was efficient","['came', 'delivery', '2nd time i’ve ordered']","['logistics#lost and damaged', 'logistics#speed', 'buyer attitude#loyalty']","['positive', 'positive', 'positive']",explicit
phone,for gaming it can hold 2hrs+ for nrml use it can stake for a day,"['hold 2hrs+', 'stake for a day']","['battery/longevity#power consumption speed', 'battery/longevity#power consumption speed']","['positive', 'positive']",explicit
phone,"yes, this smartphoe samsung m31 is not otg supported device. ""dear customer, galaxy m31 supports type c usb otg. hope this is of help. regards, samsung india"" ""dear customer, galaxy m31 supports type c usb otg. hope this is of help. regards, samsung india""",none,['null'],['null'],objective
phone,this ultra tough car phone holder clips onto the vent near the stearing wheel in our volvo xe40 absolutely fine with no flopping around and holds a samsung s10 perfectly fine with no movement even when going over speed bumps so i couldn't be happier. the arms of the holder are easily adjustable so should fit even very large smartphones with little trouble so this is perfect if you use your satnav a lot in car. even with a charging cable attached this doesn't make the phone move about so i couldn't be happier highly recommended.,"['tough', 'recommended', ""couldn't be happier""]","['product quality#general', 'buyer attitude#recommendable', 'overall#overall']","['positive', 'positive', 'positive']",explicit
phone,"unlike the rest of the case, the bottom side (side with the charging port and speaker holes) is not rigid and will move when you slide your finger against the case. so if you are pulling the phone out from your pocket, the case will actually part from the phone if you are catching on from the bottom",['case'],['product accessories#phone cases'],['negative'],explicit
phone,items received in good condition ??? recommended ?????????? thank you ?? give me rate too ~,"['items received', ' recommended']","['logistics#lost and damaged', 'buyer attitude#recommendable']","['positive', 'positive']",explicit
phone,"ok. product recieved... bubbled wrapped. thank you, seller.",['bubbled wrapped'],['product packaging#packaging materials'],['positive'],explicit
phone,phone is in perfect condition. box sealed. original. does not come with the attached picture cover. delivery took slightly more than a week but seller was responsive.,"['phone', 'seller', 'delivery']","['logistics#lost and damaged', 'seller service#timeliness of seller service', 'logistics#speed']","['positive', 'positive', 'negative']",explicit
phone,"as far as i know it will work with any sim, but its a very basic phone. i used it for a very short while on o2 whilst waiting for a new phone. it should work on any network as bought sim free it is sim free so should work with all networks. its not locked should work with any sim",['phone'],['overall#overall'],['positive'],explicit
phone,0.64 w/kg (head,none,['null'],['null'],objective
phone,delivery very fast! good quality. satisfied with purchase.,"['delivery', 'quality', 'purchase']","['logistics#speed', 'product quality#general', 'buyer attitude#shopping experiences']","['positive', 'positive', 'positive']",explicit
phone,honestly a pretty good deal. it was nice that it came w a phone cover too. only downside is that there was no earpiece which comes tgt w the phone. other than that the phone was a good buy!,"['deal', 'phone cover', 'earpiece', 'buy']","['buyer attitude#shopping experiences', 'product accessories#phone cases', 'product accessories#headphones', 'buyer attitude#shopping experiences']","['positive', 'positive', 'negative', 'positive']",explicit
phone,nice delivery. product verified to be authentic.,"['delivery', 'authentic']","['logistics#general', 'product quality#genuine product']","['positive', 'positive']",explicit
phone,good package ... received in good condition .. thank you seller ... i really like it ...???,"['package', 'received', 'like']","['product packaging#general', 'logistics#lost and damaged', 'overall#overall']","['positive', 'positive', 'positive']",explicit
phone,"i like sound ?of mp3, and finger print sencer, display light weight of this mobile.","['sound', 'finger print sencer', 'weight']","['audio/sound#tone quality', 'security#screen unlock', 'appearance design#weight']","['positive', 'positive', 'positive']",explicit
phone,item was ok except that fingerprint reader is missing and the face recognition could never capture my face.,"['face recognition', 'fingerprint reader', 'item']","['system#lock screen design', 'system#lock screen design', 'overall#overall']","['negative', 'negative', 'positive']",explicit
phone,needed time and date stamp on image option in inbuilt camera if people are buying phones with trust the company has no problem in giving a good headphone of just rs. 250 in new phone box. start giving again this important thing people will happy and your sale will jump high. thanks amezon thanks samsung,['headphone'],['product accessories#headphones'],['positive'],explicit
phone,cheaper compare to shop price. pick it on the store same day as when i bought it..,['price'],['price#price'],['positive'],explicit
phone,"product is as per described. genuine seller with very speedy response and great hospitality. thank you for the freebies and even shipping was super fast, bought on 20/10 and received on 26/10. highly recommended.","['seller', 'response', 'hospitality', 'shipping', 'recommended']","['seller service#seller expertise', 'seller service#timeliness of seller service', 'seller service#attitude', 'logistics#speed', 'buyer attitude#recommendable']","['positive', 'positive', 'positive', 'positive', 'positive']",explicit
phone,normal people like we don't have that much control to our device it's only can be blocked by phone manufacturer or police .,none,['null'],['null'],objective
phone,fast delivery.  package comes with box with seal intact. phone is brand new and comes with charger & pin. overall satisfied with the purchase. please remember to keep the receipt as advised by the seller as you need to produce the receipt to the service center. thanks seller!,"['delivery', 'purchase', 'phone']","['logistics#speed', 'buyer attitude#shopping experiences', 'overall#overall']","['positive', 'positive', 'positive']",explicit
phone,i have gifted this to my wife. only facing heating issues rest phone is good under this budget,"['phone', 'heating issues']","['overall#overall', 'performance#heat generation']","['positive', 'negative']",explicit
phone,"single, but don't think to purchase it,phone hang, even if you try to call it takes 3 sec to dail ""hi amar, galaxy m32 supports dolby atoms on wired and wireless earphones/headphones. hope this is of help. regards, samsung india""","['purchase', 'dail', 'dolby atoms on wired and wireless earphones/headphones', 'hang']","['buyer attitude#recommendable', 'performance#running speed', 'product accessories#headphones', 'system#operation smoothness']","['negative', 'negative', 'positive', 'negative']",explicit
phone,battery stands for 5-6hrs even though i don't play games. i use only whatsapp & calls,['battery'],['battery/longevity#standby time'],['positive'],explicit
phone,phone camera not good or picture quality also swipe left,"['camera', 'picture quality']","['camera#general', 'shooting functions#general']","['negative', 'negative']",explicit
phone,"iiif150 system is android 10.0, it can handle multiple tasks quickly",['android 10.0'],['system#system general'],['positive'],explicit
phone,simple safe and easy to use the 5 star phone for senior use does what it says on the box a must for the older generation.,"['5 star phone', 'easy to use']","['overall#overall', 'overall#overall']","['positive', 'positive']",explicit
phone,excellent samsung phone. good spec and function. highly recommended.,"['samsung phone', 'spec', 'function', 'recommended']","['overall#overall', 'product configuration#memory', 'overall#overall', 'buyer attitude#recommendable']","['positive', 'positive', 'positive', 'positive']",explicit
phone,"we can confirm that the resolution of the screen for the a12 is a 720 x 1,600, which is hd+. so would not be considered the equivalent of 1080p. ^db at samsung support i believe its 720",none,['null'],['null'],objective
phone,highly recommended and value for money!works well with all different os and my kids is loving it,"['recommended', 'os', 'value for money']","['buyer attitude#recommendable', 'system#system general', 'price#value for money']","['positive', 'positive', 'positive']",explicit
phone,excellent phone. good spec and function. highly recommend to budget user.,"['phone', 'spec', 'function', 'recommend']","['overall#overall', 'product configuration#memory', 'overall#overall', 'buyer attitude#recommendable']","['positive', 'positive', 'positive', 'positive']",explicit
phone,received phone in sealed and good condition. looks like origin of phone is from vietnam. had to fiddle with language settings in the phone to get it from vietnamese to english.,['received phone'],['logistics#lost and damaged'],['positive'],explicit
phone,nicely packed the packaging helps protect the tampered glass.,['packaging'],['product packaging#packaging grade'],['positive'],explicit
phone,received item in good condition. very fast delivery. the quality is very good. alot of slots. magnet is strong,"['received item', 'delivery', 'quality']","['logistics#lost and damaged', 'logistics#speed', 'product quality#general']","['positive', 'positive', 'positive']",explicit
phone,"great price, phone looks perfect too. fast delivery- looking forward to receiving confirmation of the 6 month extended warranty offered. not used yet as the phone is a gift ??","['price', 'phone', 'delivery']","['price#price', 'overall#overall', 'logistics#speed']","['positive', 'positive', 'positive']",explicit
phone,first thing... amazon is cheaper shopping app. it send old or used product and now second thing.samsung m series is very worst.,"['samsung m series', 'cheaper']","['overall#overall', 'price#price']","['negative', 'positive']",explicit
phone,"no i had no problems with no sound on incoming call on this phone i have had no problem at all, everything as it should be i have found it very easy to reduce the sound accidently when using the on off button. sometimes on incoming calls from a car no never for me, i can only assume a bad signal or poor network. not on my side ! not me.",['sound'],['audio/sound#volume and speaker'],['negative'],explicit
phone,my 2nd purchase cos i think its quite good especially for kids who loves to drop phones,"['good', 'my 2nd purchase']","['overall#overall', 'buyer attitude#loyalty']","['positive', 'positive']",explicit
phone,"i recently bought this for mine, she's happy enough with it. it's pretty good quality with a fairly low price tag so i'm happy too i would think so, the price is right. its good quality and easy to use. i purchased it on behalf of an 81 year old friend and he is very happy with it","['quality', 'price tag', 'price', 'quality', '81 year old friend', 'easy to use']","['product quality#general', 'price#price', 'price#price', 'product quality#general', 'ease of use#audience groups', 'ease of use#easy to use']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",explicit
phone,i like the phone and it has all features which is required by me,"['phone', 'phone']","['overall#overall', 'overall#overall']","['positive', 'positive']",explicit
phone,"after phone is install with casing, the touch sensitiveness is affected. need to press hard for the screen to detect motion. other than that, the casing is good","['touch sensitiveness', 'casing']","['screen#general', 'product accessories#phone cases']","['negative', 'positive']",explicit
phone,"""dear customer, galaxy m51 has auto call recording feature. hope this is of help. regards, samsung india"" yes it has small recording timer near call time",none,['null'],['null'],objective
phone,"good all round 5g mobile easily charged holds the charge well and most importantly, it's cheap for a good 5g.","['5g mobile', 'charged', 'charge', '5g', 'cheap']","['overall#overall', 'battery/longevity#general', 'battery/longevity#general', 'signal#signal of mobile network', 'price#price']","['positive', 'positive', 'positive', 'positive', 'positive']",explicit
phone,item received. tried and pasted. manage to paste and not so much bubble.,none,['null'],['null'],objective
phone,"type ""c"" ""hi abhishek, galaxy m32 has a usb type c which gives 25w power output. hope this is of help. regards, samsung india""",none,['null'],['null'],objective
phone,"hi haseeb, galaxy m21 2021 edition comes with android v11.0, one ui 3.1 operating system, is the difference. hope this is of help. regards, samsung india m21 2021 has latest android 11 with u.i ver. 3. and camera is different.",['android v11.0'],['system#system general'],['neutral'],explicit
phone,"everything is good except fingerprint, i think fm should play without earphones? like note9",['good'],['overall#overall'],['positive'],explicit
phone,i don't know about that ..... once you buy you can try ??,none,['null'],['null'],objective
phone,if you are looking for a low budget calling phone then go for it. cons : very bulky. dont expect much from camera. audio output is very bad. from speaker and in earphones as well. pros : cheap,"['bulky', 'camera', 'audio output', 'cheap']","['appearance design#weight', 'camera#general', 'audio/sound#tone quality', 'price#price']","['negative', 'negative', 'negative', 'positive']",explicit
phone,"very sturdy, good condition! slightly heavy but serves its purpose.?","['sturdy', 'heavy', 'good condition']","['product quality#general', 'appearance design#weight', 'logistics#lost and damaged']","['positive', 'negative', 'positive']",explicit
phone,looks ok but feels like it might drop off by itself after sometime.,['ok'],['overall#overall'],['positive'],explicit
